timestamp_sec,timestamp_nanosec,marker_id,x,y,z,rigid_id,rx,ry,rz,qx,qy,qz,qw,is_track,source_frame_id,source_timestamp
1786075275,631335745,1,-400.8499450683594,113.3721694946289,92.2895736694336,,,,,,,,,,689199,5736
1786075275,631335745,,,,,5,-1495.3212890625,1021.3928833007812,-775.4369506835938,0.11276477575302124,-0.14908041059970856,-0.26989686489105225,0.944571316242218,1,689199,5736
1786075275,639471397,1,-400.5812683105469,113.91293334960938,91.97972106933594,,,,,,,,,,689200,5736
1786075275,639471397,,,,,5,-1495.288330078125,1021.4013671875,-775.4612426757812,0.11300982534885406,-0.14885060489177704,-0.2699042856693268,0.9445760846138,1,689200,5736
1786075275,648397977,1,-400.6430969238281,113.7506332397461,91.83293914794922,,,,,,,,,,689201,5736
1786075275,648397977,,,,,5,-1495.3216552734375,1021.3565673828125,-775.4481811523438,0.11250734329223633,-0.14912456274032593,-0.26998111605644226,0.9445709586143494,1,689201,5736
1786075275,656321976,1,-400.7017517089844,113.7990951538086,91.84960174560547,,,,,,,,,,689202,5736
1786075275,656321976,,,,,5,-1495.3240966796875,1021.3812866210938,-775.4821166992188,0.11282285302877426,-0.1490909606218338,-0.2699258625507355,0.9445543885231018,1,689202,5736
1786075275,665019624,1,-400.8743896484375,113.17578887939453,92.13545989990234,,,,,,,,,,689203,5736
1786075275,665019624,,,,,5,-1495.306884765625,1021.40966796875,-775.4459838867188,0.11296660453081131,-0.14895620942115784,-0.26949024200439453,0.9446828365325928,1,689203,5736
1786075275,673307374,1,-400.6275329589844,113.74162292480469,91.67729187011719,,,,,,,,,,689204,5736
1786075275,673307374,,,,,5,-1495.25,1021.3959350585938,-775.4542236328125,0.1131162941455841,-0.14850328862667084,-0.27091944217681885,0.9443274140357971,1,689204,5736
1786075275,681360048,1,-400.2676086425781,114.70867919921875,91.24003601074219,,,,,,,,,,689205,5736
1786075275,681360048,,,,,5,-1495.3056640625,1021.421875,-775.45556640625,0.11304903775453568,-0.1489313840866089,-0.2695176303386688,0.9446690678596497,1,689205,5736
1786075275,689727865,1,-400.3194580078125,114.65869140625,91.24968719482422,,,,,,,,,,689206,5736
1786075275,689727865,,,,,5,-1495.3038330078125,1021.39306640625,-775.4136352539062,0.11281581968069077,-0.14885768294334412,-0.26964491605758667,0.9446722865104675,1,689206,5736
1786075275,697070157,1,-400.84588623046875,113.78350067138672,91.99488067626953,,,,,,,,,,689207,5736
1786075275,697070157,,,,,5,-1495.3201904296875,1021.3807983398438,-775.4172973632812,0.11292263120412827,-0.14877018332481384,-0.2703007161617279,0.9444859027862549,1,689207,5736
1786075275,706344551,1,-400.55743408203125,113.91644287109375,91.9595718383789,,,,,,,,,,689208,5736
1786075275,706344551,,,,,5,-1495.2908935546875,1021.39990234375,-775.446533203125,0.113010935485363,-0.14886946976184845,-0.26949331164360046,0.9446904063224792,1,689208,5736
1786075275,714520588,1,-400.55914306640625,113.98388671875,91.96936798095703,,,,,,,,,,689209,5736
1786075275,714520588,,,,,5,-1495.274658203125,1021.3923950195312,-775.4428100585938,0.11292356252670288,-0.1487700194120407,-0.2695458233356476,0.9447014331817627,1,689209,5736
1786075275,723183386,1,-400.8248596191406,113.88973236083984,91.81993865966797,,,,,,,,,,689210,5736
1786075275,723183386,,,,,5,-1495.343017578125,1021.4011840820312,-775.4424438476562,0.11273142695426941,-0.1490969955921173,-0.26976150274276733,0.9446113109588623,1,689210,5736
1786075275,731138683,1,-400.8619079589844,112.97029113769531,92.12594604492188,,,,,,,,,,689211,5736
