timestamp_sec,timestamp_nanosec,x,y,z
1786083394,728783000,1.0584388081556433,0.6107468234079019,2.330607514800139
1786083394,778776000,1.0692067941272847,0.6186293466377719,2.3542367793097285
1786083394,828773000,1.0616209138644033,0.6124501371373902,2.336744144574254
1786083394,895420000,1.061958332646246,0.6146488314225591,2.3402869803292954
1786083394,962060000,1.0573844308139284,0.609857176617955,2.3296792252978284
1786083395,45379000,1.0580673844965016,0.6103056750849872,2.330100725699566
1786083395,112027000,1.0584227618961999,0.6107954261033356,2.3302674043912
1786083395,178682000,1.0687587588466652,0.6187707116518811,2.354420075164049
1786083395,245328000,1.0731989960896438,0.6201138204071802,2.362856815998364
1786083395,295508000,1.0688970468550387,0.618135572351553,2.3535357220401107
1786083395,370518000,1.066193929554628,0.6173767299222812,2.348711794037291
1786083395,453820000,1.0695476094189482,0.6197823168750828,2.355739106371227
1786083395,503597000,1.0596488526393957,0.611228164749125,2.3331021659791733
1786083395,628550000,1.0561859713357318,0.6100614588984179,2.326247667402707
1786083395,736864000,1.0605800311893763,0.6114880982333698,2.33500628056803
1786083395,803521000,1.0664269225776861,0.6163700791589184,2.349491075081488
1786083395,870380000,1.0596720995927993,0.6109919448160961,2.332770498324426
1786083395,911828000,1.0563355888277952,0.6100379113334078,2.3283872324688284
1786083395,978486000,1.0646978680360488,0.6162612111523224,2.3451668191689863
1786083396,53458000,1.0655908659446234,0.6170580401855787,2.347076578101625
1786083396,121134000,1.0584227618961999,0.6107954261033356,2.3302674043912
1786083396,170876000,1.0588665840391993,0.6108554584977599,2.331329479164088
1786083396,253410000,1.0553770694567832,0.6092994454137066,2.32461469824625
1786083396,311745000,1.0615617869820715,0.6122107179392214,2.3365974699212315
1786083396,361733000,1.0614901733185131,0.6119447421142199,2.3363767682998993
1786083396,445033000,1.0610248513445544,0.61175417930474,2.3358503564721174
1786083396,503732000,1.0700312769324625,0.6185711894199402,2.3562843934019546
1786083396,570230000,1.0709661344302277,0.619346436191539,2.3585679249274905
1786083396,620008000,1.0695871266367774,0.618075358917447,2.3543740881161765
1786083396,678513000,1.0576730768474627,0.6097871249392556,2.327736828110044
1786083396,745190000,1.0541560109461996,0.607775534516119,2.3214434331411375
1786083396,811815000,1.0698862196864631,0.6189141379822662,2.3558856335480676
1786083396,895165000,1.0614338515309125,0.6119963938418372,2.337016928308964
1786083396,945161000,1.0587486157464228,0.6108930748224944,2.331075750104105
1786083397,28463000,1.06704890468589,0.6181182686460961,2.3507081543386907
1786083397,78488000,1.0708489410215185,0.6192315588119786,2.3571633933469007
1786083397,128268000,1.0653903172283052,0.6159730821405665,2.346885416759459
1786083397,211618000,1.0681616479841027,0.6183207295943985,2.352245764768332
1786083397,294927000,1.0614663138904767,0.6120515982889722,2.337339472240599
1786083397,361579000,1.0557898306300053,0.609530454490554,2.3260533896778806
1786083397,429188000,1.0582165982214087,0.6101108612689428,2.32982096936663
1786083397,494904000,1.0710359270652476,0.6196519256825325,2.3592593230083847
1786083397,544903000,1.061367690253272,0.6125664186223129,2.336312348788131
1786083397,619899000,1.0643047213114765,0.6154200030601371,2.3440695971472034
1786083397,686768000,1.0580065073231353,0.6108168781949542,2.3289623109920874
1786083397,753426000,1.064726559283717,0.6134165314280973,2.343047177449822
1786083397,803214000,1.0583874600784253,0.6106235525946504,2.33054753085721
1786083397,870004000,1.0580063555385646,0.6094899888912239,2.3305542178664433
1786083397,919869000,1.059638557329587,0.6113327489681009,2.333234786876729
1786083398,3186000,1.0681073465946076,0.6182140513438017,2.352313464341409
1786083398,61503000,1.0670395206257175,0.6178229487049871,2.350205760207761
1786083398,128174000,1.0674833299256528,0.617485756563704,2.35076820029643
1786083398,178243000,1.0701912844413477,0.6195390116972334,2.356749357866939
1786083398,253163000,1.0602675697963655,0.6114355965838459,2.3342712803946393
1786083398,311490000,1.0675507485587816,0.6173820509706257,2.3511831156720504
1786083398,378150000,1.0610353460231976,0.6119698261479676,2.336378929498024
1786083398,444806000,1.0689545721020088,0.6187408632676105,2.353684235608279
